Authors,Title,Year,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address, ,article #,First Author Affiliation,first_region,first_income,Corr. Author Affiliation,,Include paper? (Y or N),"If No, why (e.g. correction, review, simulated data, previously published)",Data Country 1 (leave blank if none),Region1,Income1,Data Country 2,Data Country 3,Data Country 4,Data Country 5,Data Country 6,Data Country 7,Data Country 8,Data Country 9,Your name
"Volkmann L.A., Hodges K.E.",Post-fire movements of Pacific marten (Martes caurina) depend on the severity of landscape change,2021,10.1186/s40462-021-00286-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116844674&doi=10.1186%2fs40462-021-00286-2&partnerID=40&md5=dc8f444b72acbc96fafb68abf0f90bfa,"Department of Biology, University of British Columbia Okanagan, Science Building, 1177 Research Road, Kelowna, BC  V1V1V7, Canada","Volkmann, L.A., Department of Biology, University of British Columbia Okanagan, Science Building, 1177 Research Road, Kelowna, BC  V1V1V7, Canada; Hodges, K.E., Department of Biology, University of British Columbia Okanagan, Science Building, 1177 Research Road, Kelowna, BC  V1V1V7, Canada","Volkmann, L.A.; Department of Biology, Science Building, 1177 Research Road, Canada; email: loganvolkmann@gmail.com", ,296,Canada,North_America,High,Canada,,Y,,Canada,North_America,High,United States,,,,,,,,Mitchell Serota
"Galtbalt B., Lilleyman A., Coleman J.T., Cheng C., Ma Z., Rogers D.I., Woodworth B.K., Fuller R.A., Garnett S.T., Klaassen M.","Correction to: Far eastern curlew and whimbrel prefer flying low - wind support and good visibility appear only secondary factors in determining migratory flight altitude (Movement Ecology, (2021), 9, 1, (32), 10.1186/s40462-021-00267-5)",2021,10.1186/s40462-021-00289-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117591526&doi=10.1186%2fs40462-021-00289-z&partnerID=40&md5=f0dbcfbaaca1cda96a90ab02a3d24c2e,"Centre for Integrative Ecology, School of Life and Environmental Science, Deakin University, Geelong, VIC, Australia; Threatened Species Recovery Hub, National Environment Science Program, Research Institute for Environment and Livelihoods, Charles Darwin University, Ellengowan Drive, Casuarina, NT  0909, Australia; Queensland Wader Study Group, 22 Parker Street, Shailer Park, 4128, Australia; Ministry of Education Key Laboratory for Biodiversity Science and Ecological Engineering, Coastal Ecosystems Research Station of the Yangtze River Estuary, Institute of Biodiversity Science, School of Life Sciences, Fudan University, Shanghai, 200433, China; Department of Environment, Water, Land and Planning, Arthur Rylah Institute, PO Box 137, Heidelberg, VIC  3084, Australia; Australasian Wader Studies Group, Melbourne, VIC, Australia; School of Biological Sciences, University of Queensland, Brisbane, QLD, Australia; Victorian Wader Study Group, Melbourne, VIC, Australia","Galtbalt, B., Centre for Integrative Ecology, School of Life and Environmental Science, Deakin University, Geelong, VIC, Australia; Lilleyman, A., Threatened Species Recovery Hub, National Environment Science Program, Research Institute for Environment and Livelihoods, Charles Darwin University, Ellengowan Drive, Casuarina, NT  0909, Australia; Coleman, J.T., Queensland Wader Study Group, 22 Parker Street, Shailer Park, 4128, Australia; Cheng, C., Ministry of Education Key Laboratory for Biodiversity Science and Ecological Engineering, Coastal Ecosystems Research Station of the Yangtze River Estuary, Institute of Biodiversity Science, School of Life Sciences, Fudan University, Shanghai, 200433, China; Ma, Z., Ministry of Education Key Laboratory for Biodiversity Science and Ecological Engineering, Coastal Ecosystems Research Station of the Yangtze River Estuary, Institute of Biodiversity Science, School of Life Sciences, Fudan University, Shanghai, 200433, China; Rogers, D.I., Department of Environment, Water, Land and Planning, Arthur Rylah Institute, PO Box 137, Heidelberg, VIC  3084, Australia, Australasian Wader Studies Group, Melbourne, VIC, Australia; Woodworth, B.K., School of Biological Sciences, University of Queensland, Brisbane, QLD, Australia; Fuller, R.A., School of Biological Sciences, University of Queensland, Brisbane, QLD, Australia; Garnett, S.T., Threatened Species Recovery Hub, National Environment Science Program, Research Institute for Environment and Livelihoods, Charles Darwin University, Ellengowan Drive, Casuarina, NT  0909, Australia; Klaassen, M., Centre for Integrative Ecology, School of Life and Environmental Science, Deakin University, Geelong, VIC, Australia, Victorian Wader Study Group, Melbourne, VIC, Australia","Galtbalt, B.; Centre for Integrative Ecology, Australia; email: batbr19@gmail.com", ,297,Australia,East_Asia_Pacific,High,Australia,,N,correction,,,,,,,,,,,,Mitchell Serota
"Lennox R.J., Westrelin S., Souza A.T., Šmejkal M., Říha M., Prchalová M., Nathan R., Koeck B., Killen S., Jarić I., Gjelland K., Hollins J., Hellstrom G., Hansen H., Cooke S.J., Boukal D., Brooks J.L., Brodin T., Baktoft H., Adam T., Arlinghaus R.","Correction to: A role for lakes in revealing the nature of animal movement using high dimensional telemetry systems (Movement Ecology, (2021), 9, 1, (40), 10.1186/s40462-021-00244-y)",2021,10.1186/s40462-021-00285-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117593154&doi=10.1186%2fs40462-021-00285-3&partnerID=40&md5=f434cf1a7119221f5c3ef9877eb762a2,"Laboratory for Freshwater Ecology and Inland Fisheries (LFI) at NORCE Norwegian Research Centre, Nygårdsporten 112, Bergen, 5008, Norway; INRAE, Aix Marseille UnivPôle R&D ECLA, RECOVER, 3275 Route de Cézanne - CS 40061, Cedex 5 Aix-en-Provence, 13182, France; Institute of Hydrobiology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic; Movement Ecology Lab, Department of Ecology, Evolution, and Behavior, Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, 102 Berman Bldg, Edmond J. Safra Campus at Givat Ram, Jerusalem, 91904, Israel; Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow, Graham Kerr Building, Glasgow, G12 8QQ, United Kingdom; Faculty of Science, Department of Ecosystem Biology, University of South Bohemia, České Budějovice, Czech Republic; Norwegian Institute of Nature Research, Tromsø, Norway; University of Windsor, Windsor, ON, Canada; Department of Wildlife, Fish, and Environmental Studies, Swedish University of Agricultural Sciences, Umeå, Sweden; Karlstads University, Universitetsgatan 2, Karlstad, 651 88, Sweden; Fish Ecology and Conservation Physiology Laboratory, Department of Biology, Carleton University, Ottawa, ON, Canada; Institute of Entomology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic; Technical University of Denmark, Vejlsøvej 39, Building Silkeborg-039, Silkeborg, 8600, Denmark; Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Department of Biology and Ecology of Fishes, Leibniz Institute of Freshwater Ecology and Inland Fisheries, Bergen, Germany; Division of Integrative Fisheries Management, Humboldt-Universität Zu Berlin, Bergen, Germany","Lennox, R.J., Laboratory for Freshwater Ecology and Inland Fisheries (LFI) at NORCE Norwegian Research Centre, Nygårdsporten 112, Bergen, 5008, Norway; Westrelin, S., INRAE, Aix Marseille UnivPôle R&D ECLA, RECOVER, 3275 Route de Cézanne - CS 40061, Cedex 5 Aix-en-Provence, 13182, France; Souza, A.T., Institute of Hydrobiology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic; Šmejkal, M., Institute of Hydrobiology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic; Říha, M., Institute of Hydrobiology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic; Prchalová, M., Institute of Hydrobiology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic; Nathan, R., Movement Ecology Lab, Department of Ecology, Evolution, and Behavior, Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, 102 Berman Bldg, Edmond J. Safra Campus at Givat Ram, Jerusalem, 91904, Israel; Koeck, B., Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow, Graham Kerr Building, Glasgow, G12 8QQ, United Kingdom; Killen, S., Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow, Graham Kerr Building, Glasgow, G12 8QQ, United Kingdom; Jarić, I., Institute of Hydrobiology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic, Faculty of Science, Department of Ecosystem Biology, University of South Bohemia, České Budějovice, Czech Republic; Gjelland, K., Norwegian Institute of Nature Research, Tromsø, Norway; Hollins, J., Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow, Graham Kerr Building, Glasgow, G12 8QQ, United Kingdom, University of Windsor, Windsor, ON, Canada; Hellstrom, G., Department of Wildlife, Fish, and Environmental Studies, Swedish University of Agricultural Sciences, Umeå, Sweden; Hansen, H., Karlstads University, Universitetsgatan 2, Karlstad, 651 88, Sweden, Department of Biology and Ecology of Fishes, Leibniz Institute of Freshwater Ecology and Inland Fisheries, Bergen, Germany; Cooke, S.J., Fish Ecology and Conservation Physiology Laboratory, Department of Biology, Carleton University, Ottawa, ON, Canada; Boukal, D., Faculty of Science, Department of Ecosystem Biology, University of South Bohemia, České Budějovice, Czech Republic, Institute of Entomology, Biology Centre of the Czech Academy of Sciences, České Budějovice, Czech Republic; Brooks, J.L., Fish Ecology and Conservation Physiology Laboratory, Department of Biology, Carleton University, Ottawa, ON, Canada; Brodin, T., Department of Wildlife, Fish, and Environmental Studies, Swedish University of Agricultural Sciences, Umeå, Sweden; Baktoft, H., Technical University of Denmark, Vejlsøvej 39, Building Silkeborg-039, Silkeborg, 8600, Denmark; Adam, T., Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Arlinghaus, R., Department of Biology and Ecology of Fishes, Leibniz Institute of Freshwater Ecology and Inland Fisheries, Bergen, Germany, Division of Integrative Fisheries Management, Humboldt-Universität Zu Berlin, Bergen, Germany","Lennox, R.J.; Laboratory for Freshwater Ecology and Inland Fisheries (LFI) at NORCE Norwegian Research Centre, Nygårdsporten 112, Norway; email: robertlennox9@gmail.com", ,298,Norway,Europe_Central_Asia,High,Norway,,N,correction,,,,,,,,,,,,Mitchell Serota
"Kelsey N.A., Hüppop O., Bairlein F.",Days to visit an offshore island: effect of weather conditions on arrival fuel load and potential flight range for common blackbirds Turdus merula migrating over the North Sea,2021,10.1186/s40462-021-00290-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117706578&doi=10.1186%2fs40462-021-00290-6&partnerID=40&md5=42e8d44e49ece9e05ecc7f6799a99158,"Institute of Avian Research ‘Vogelwarte Helgoland’, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany; Max Planck Institute of Animal Behavior, Am Obstberg 1, Radolfzell, 78315, Germany","Kelsey, N.A., Institute of Avian Research ‘Vogelwarte Helgoland’, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany; Hüppop, O., Institute of Avian Research ‘Vogelwarte Helgoland’, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany; Bairlein, F., Institute of Avian Research ‘Vogelwarte Helgoland’, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany, Max Planck Institute of Animal Behavior, Am Obstberg 1, Radolfzell, 78315, Germany","Kelsey, N.A.; Institute of Avian Research ‘Vogelwarte Helgoland’, An der Vogelwarte 21, Germany; email: natalie.kelsey@ifv-vogelwarte.de", ,299,Germany,Europe_Central_Asia,High,Germany,,Y,,Germany,Europe_Central_Asia,High,,,,,,,,,Mitchell Serota
"Cameron M.D., Eisaguirre J.M., Breed G.A., Joly K., Kielland K.",Mechanistic movement models identify continuously updated autumn migration cues in Arctic caribou,2021,10.1186/s40462-021-00288-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118548621&doi=10.1186%2fs40462-021-00288-0&partnerID=40&md5=02a03fb953d1c9835fb4997156a55454,"Department of Biology and Wildlife, University of Alaska Fairbanks, 2090 Koyukuk Drive, Fairbanks, AK  99775, United States; Gates of the Arctic National Park and Preserve, Arctic Inventory and Monitoring Network, National Park Service, 4175 Geist Road, Fairbanks, AK  99709, United States; Institute of Arctic Biology, University of Alaska Fairbanks, 2140 Koyukuk Drive, Fairbanks, AK  99775, United States; U.S. Fish and Wildlife Service, Marine Mammals Management, 1011 E. Tudor Rd., Anchorage, AK  99503, United States","Cameron, M.D., Department of Biology and Wildlife, University of Alaska Fairbanks, 2090 Koyukuk Drive, Fairbanks, AK  99775, United States, Gates of the Arctic National Park and Preserve, Arctic Inventory and Monitoring Network, National Park Service, 4175 Geist Road, Fairbanks, AK  99709, United States; Eisaguirre, J.M., Institute of Arctic Biology, University of Alaska Fairbanks, 2140 Koyukuk Drive, Fairbanks, AK  99775, United States, U.S. Fish and Wildlife Service, Marine Mammals Management, 1011 E. Tudor Rd., Anchorage, AK  99503, United States; Breed, G.A., Department of Biology and Wildlife, University of Alaska Fairbanks, 2090 Koyukuk Drive, Fairbanks, AK  99775, United States, Institute of Arctic Biology, University of Alaska Fairbanks, 2140 Koyukuk Drive, Fairbanks, AK  99775, United States; Joly, K., Gates of the Arctic National Park and Preserve, Arctic Inventory and Monitoring Network, National Park Service, 4175 Geist Road, Fairbanks, AK  99709, United States; Kielland, K., Department of Biology and Wildlife, University of Alaska Fairbanks, 2090 Koyukuk Drive, Fairbanks, AK  99775, United States, Institute of Arctic Biology, University of Alaska Fairbanks, 2140 Koyukuk Drive, Fairbanks, AK  99775, United States","Cameron, M.D.; Gates of the Arctic National Park and Preserve, 4175 Geist Road, United States; email: matthew_cameron@nps.gov", ,300,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Julie Kellner
"Dodge S., Toka M., Bae C.J.",DynamoVis 1.0: an exploratory data visualization software for mapping movement in relation to internal and external factors,2021,10.1186/s40462-021-00291-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118725713&doi=10.1186%2fs40462-021-00291-5&partnerID=40&md5=e157360e97e1c5277172f68a52aedbcb,"Department of Geography, University of California, Santa Barbara, Santa Barbara, CA, United States; Media Arts and Technology Program, University of California, Santa Barbara, Santa Barbara, CA, United States","Dodge, S., Department of Geography, University of California, Santa Barbara, Santa Barbara, CA, United States; Toka, M., Media Arts and Technology Program, University of California, Santa Barbara, Santa Barbara, CA, United States; Bae, C.J., Department of Geography, University of California, Santa Barbara, Santa Barbara, CA, United States","Dodge, S.; Department of Geography, United States; email: sdodge@ucsb.edu", ,301,United States,North_America,High,United States,,N,No original data (previously published data),,,,,,,,,,,,Julie Kellner
"Langley L.P., Bearhop S., Burton N.H.K., Banks A.N., Frayling T., Thaxter C.B., Clewley G.D., Scragg E., Votier S.C.",GPS tracking reveals landfill closures induce higher foraging effort and habitat switching in gulls,2021,10.1186/s40462-021-00278-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119008058&doi=10.1186%2fs40462-021-00278-2&partnerID=40&md5=3bcaf3009b5b3dccffe0bdc4dd5cdc1f,"Centre for Ecology and Conservation, University of Exeter, Penryn, TR10 9EZ, United Kingdom; British Trust for Ornithology, The Nunnery, Thetford, IP24 2PU, United Kingdom; Natural England, Sterling House, Exeter, EX1 1QA, United Kingdom; Lyell Centre, Heriot-Watt University, Edinburgh, United Kingdom","Langley, L.P., Centre for Ecology and Conservation, University of Exeter, Penryn, TR10 9EZ, United Kingdom; Bearhop, S., Centre for Ecology and Conservation, University of Exeter, Penryn, TR10 9EZ, United Kingdom; Burton, N.H.K., British Trust for Ornithology, The Nunnery, Thetford, IP24 2PU, United Kingdom; Banks, A.N., Natural England, Sterling House, Exeter, EX1 1QA, United Kingdom; Frayling, T., Natural England, Sterling House, Exeter, EX1 1QA, United Kingdom; Thaxter, C.B., British Trust for Ornithology, The Nunnery, Thetford, IP24 2PU, United Kingdom; Clewley, G.D., British Trust for Ornithology, The Nunnery, Thetford, IP24 2PU, United Kingdom; Scragg, E., British Trust for Ornithology, The Nunnery, Thetford, IP24 2PU, United Kingdom; Votier, S.C., Lyell Centre, Heriot-Watt University, Edinburgh, United Kingdom","Langley, L.P.; Centre for Ecology and Conservation, United Kingdom; email: liam.langley@exeter.ac.uk
Votier, S.C.; Lyell Centre, United Kingdom; email: s.c.votier@hw.ac.uk", ,302,United Kingdom,Europe_Central_Asia,High,United Kingdom,,Y,,United Kingdom,Europe_Central_Asia,High,,,,,,,,,Julie Kellner
"Passoni G., Coulson T., Ranc N., Corradini A., Hewison A.J.M., Ciuti S., Gehr B., Heurich M., Brieger F., Sandfort R., Mysterud A., Balkenhol N., Cagnacci F.",Roads constrain movement across behavioural processes in a partially migratory ungulate,2021,10.1186/s40462-021-00292-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119063547&doi=10.1186%2fs40462-021-00292-4&partnerID=40&md5=f91f5be16abaf505d7de579f4d20a4b8,"Department of Zoology, University of Oxford, Zoology Research and Administration Building, 11a Mansfield Rd, Oxford, OX1 3SZ, United Kingdom; Department of Biodiversity and Molecular Ecology, Research and Innovation Centre (CRI), Fondazione Edmund Mach, Via Edmund Mach 1, San Michele all’Adige, TN  38010, Italy; Center for Integrated Spatial Research, Environmental Studies Department, University of California, Santa Cruz, 95064, United States; Department of Civil, Environmental and Mechanical Engineering (DICAM), University of Trento, via Mesiano 77, Trento, TN  38123, Italy; Stelvio National Park, Via De Simoni 42, Bormio, SO  23032, Italy; INRAE, CEFS, Université de Toulouse, Castanet-Tolosan, 31326, France; LTSER ZA Pyrénées Garonne, Auzeville Tolosane, 31320, France; Laboratory of Wildlife Ecology and Behaviour, University College Dublin, Belfield, D4, Ireland; Department of Evolutionary Biology and Environmental Studies, University of Zurich, Winterthurerstrasse 190, Zurich, 8057, Switzerland; Department of Visitor Management and National Park Monitoring, Bavarian Forest National Park, Freyunger Straße 2, Grafenau, 94481, Germany; Faculty of Environment and Natural Resources, Chair of Wildlife Ecology and Management, University of Freiburg, Tennenbacher Straße 4, Freiburg, 79106, Germany; Institute for Forest and Wildlife Management, Inland Norway University of Applied Science, Koppang, 2480, Norway; Wildlife Institute, Forest Research Institute Baden-Wuerttemberg, Wonnhaldestraße 4, Freiburg, 79100, Germany; Department of Integrative Biology and Biodiversity Research, Institute of Wildlife Biology and Game Management, University of Natural Resources and Life Sciences Vienna, Gregor‐Mendel Straße 33, Vienna, 1180, Austria; Centre for Ecological and Evolutionary Synthesis (CEES), Department of Biosciences, University of Oslo, Blindern, P.O. Box 1066, Oslo, 0316, Norway; Wildlife Sciences, Faculty of Forest Sciences and Forest Ecology, University of Goettingen, Buesgenweg 3, Goettingen, 37077, Germany","Passoni, G., Department of Zoology, University of Oxford, Zoology Research and Administration Building, 11a Mansfield Rd, Oxford, OX1 3SZ, United Kingdom, Department of Biodiversity and Molecular Ecology, Research and Innovation Centre (CRI), Fondazione Edmund Mach, Via Edmund Mach 1, San Michele all’Adige, TN  38010, Italy; Coulson, T., Department of Zoology, University of Oxford, Zoology Research and Administration Building, 11a Mansfield Rd, Oxford, OX1 3SZ, United Kingdom; Ranc, N., Center for Integrated Spatial Research, Environmental Studies Department, University of California, Santa Cruz, 95064, United States; Corradini, A., Department of Biodiversity and Molecular Ecology, Research and Innovation Centre (CRI), Fondazione Edmund Mach, Via Edmund Mach 1, San Michele all’Adige, TN  38010, Italy, Department of Civil, Environmental and Mechanical Engineering (DICAM), University of Trento, via Mesiano 77, Trento, TN  38123, Italy, Stelvio National Park, Via De Simoni 42, Bormio, SO  23032, Italy; Hewison, A.J.M., INRAE, CEFS, Université de Toulouse, Castanet-Tolosan, 31326, France, LTSER ZA Pyrénées Garonne, Auzeville Tolosane, 31320, France; Ciuti, S., Laboratory of Wildlife Ecology and Behaviour, University College Dublin, Belfield, D4, Ireland; Gehr, B., Department of Evolutionary Biology and Environmental Studies, University of Zurich, Winterthurerstrasse 190, Zurich, 8057, Switzerland; Heurich, M., Department of Visitor Management and National Park Monitoring, Bavarian Forest National Park, Freyunger Straße 2, Grafenau, 94481, Germany, Faculty of Environment and Natural Resources, Chair of Wildlife Ecology and Management, University of Freiburg, Tennenbacher Straße 4, Freiburg, 79106, Germany, Institute for Forest and Wildlife Management, Inland Norway University of Applied Science, Koppang, 2480, Norway; Brieger, F., Wildlife Institute, Forest Research Institute Baden-Wuerttemberg, Wonnhaldestraße 4, Freiburg, 79100, Germany; Sandfort, R., Department of Integrative Biology and Biodiversity Research, Institute of Wildlife Biology and Game Management, University of Natural Resources and Life Sciences Vienna, Gregor‐Mendel Straße 33, Vienna, 1180, Austria; Mysterud, A., Centre for Ecological and Evolutionary Synthesis (CEES), Department of Biosciences, University of Oslo, Blindern, P.O. Box 1066, Oslo, 0316, Norway; Balkenhol, N., Wildlife Sciences, Faculty of Forest Sciences and Forest Ecology, University of Goettingen, Buesgenweg 3, Goettingen, 37077, Germany; Cagnacci, F., Department of Biodiversity and Molecular Ecology, Research and Innovation Centre (CRI), Fondazione Edmund Mach, Via Edmund Mach 1, San Michele all’Adige, TN  38010, Italy","Passoni, G.; Department of Zoology, Zoology Research and Administration Building, 11a Mansfield Rd, United Kingdom; email: passonigioele@live.it", ,303,United Kingdom,Europe_Central_Asia,High,United Kingdom,,N,No original data (previously published data),,,,,,,,,,,,Julie Kellner
"Clermont J., Woodward-Gagné S., Berteaux D.",Digging into the behaviour of an active hunting predator: arctic fox prey caching events revealed by accelerometry,2021,10.1186/s40462-021-00295-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120068371&doi=10.1186%2fs40462-021-00295-1&partnerID=40&md5=5d67eb9d685cd668862e1b16fa6ecd4a,"Canada Research Chair On Northern Biodiversity, Université du Québec À Rimouski, 300 Allée des Ursulines, Rimouski, QC  G5L 3A1, Canada; Center for Northern StudiesQC, Canada; Quebec Center for Biodiversity Science, Montreal, Canada","Clermont, J., Canada Research Chair On Northern Biodiversity, Université du Québec À Rimouski, 300 Allée des Ursulines, Rimouski, QC  G5L 3A1, Canada, Center for Northern StudiesQC, Canada, Quebec Center for Biodiversity Science, Montreal, Canada; Woodward-Gagné, S., Canada Research Chair On Northern Biodiversity, Université du Québec À Rimouski, 300 Allée des Ursulines, Rimouski, QC  G5L 3A1, Canada; Berteaux, D., Canada Research Chair On Northern Biodiversity, Université du Québec À Rimouski, 300 Allée des Ursulines, Rimouski, QC  G5L 3A1, Canada, Center for Northern StudiesQC, Canada, Quebec Center for Biodiversity Science, Montreal, Canada","Clermont, J.; Canada Research Chair On Northern Biodiversity, 300 Allée des Ursulines, Canada; email: jeanne_clermb@hotmail.com
Berteaux, D.; Canada Research Chair On Northern Biodiversity, 300 Allée des Ursulines, Canada; email: dominique_berteaux@uqar.ca", ,304,Canada,North_America,High,Canada,,Y,,Canada,North_America,High,,,,,,,,,Julie Kellner
"Supp S.R., Bohrer G., Fieberg J., La Sorte F.A.",Estimating the movements of terrestrial animal populations using broad-scale occurrence data,2021,10.1186/s40462-021-00294-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120982887&doi=10.1186%2fs40462-021-00294-2&partnerID=40&md5=1b2b96da34212c3ff06f91ad332cf314,"Data Analytics Program, Denison University, Granville, OH  43023, United States; Department of Civil, Environmental and Geodetic Engineering, The Ohio State University, Columbus, OH  43210, United States; Department of Fisheries, Wildlife, and Conservation Biology, University of Minnesota, Minneapolis, MN  55455, United States; Cornell Lab of Ornithology, Cornell University, Ithaca, NY  14850, United States","Supp, S.R., Data Analytics Program, Denison University, Granville, OH  43023, United States; Bohrer, G., Department of Civil, Environmental and Geodetic Engineering, The Ohio State University, Columbus, OH  43210, United States; Fieberg, J., Department of Fisheries, Wildlife, and Conservation Biology, University of Minnesota, Minneapolis, MN  55455, United States; La Sorte, F.A., Cornell Lab of Ornithology, Cornell University, Ithaca, NY  14850, United States","Supp, S.R.; Data Analytics Program, United States; email: supps@denison.edu", ,305,United States,North_America,High,United States,,N,No original data (previously published data),,,,,,,,,,,,Julie Kellner
"van Toor M.L., Kharitonov S., Švažas S., Dagys M., Kleyheeg E., Müskens G., Ottosson U., Žydelis R., Waldenström J.",Migration distance affects how closely Eurasian wigeons follow spring phenology during migration,2021,10.1186/s40462-021-00296-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121007400&doi=10.1186%2fs40462-021-00296-0&partnerID=40&md5=4a6bd9ad406ab3218a78e22c200a2479,"Centre for Ecology and Evolution in Microbial Model Systems, Linnaeus University, Kalmar, Sweden; A. N. Severtsov Institut of Ecology and Evolution RAS, Moscow, Russian Federation; Nature Research Centre, Vilnius, Lithuania; Sovon Dutch Centre for Field Ornithology, Nijmegen, Netherlands; Müskens Fauna, Groesbeek, Netherlands; Ornitela UAB, Vilnius, Lithuania","van Toor, M.L., Centre for Ecology and Evolution in Microbial Model Systems, Linnaeus University, Kalmar, Sweden; Kharitonov, S., A. N. Severtsov Institut of Ecology and Evolution RAS, Moscow, Russian Federation; Švažas, S., Nature Research Centre, Vilnius, Lithuania; Dagys, M., Nature Research Centre, Vilnius, Lithuania; Kleyheeg, E., Sovon Dutch Centre for Field Ornithology, Nijmegen, Netherlands; Müskens, G., Müskens Fauna, Groesbeek, Netherlands; Ottosson, U., Centre for Ecology and Evolution in Microbial Model Systems, Linnaeus University, Kalmar, Sweden; Žydelis, R., Ornitela UAB, Vilnius, Lithuania; Waldenström, J., Centre for Ecology and Evolution in Microbial Model Systems, Linnaeus University, Kalmar, Sweden","van Toor, M.L.; Centre for Ecology and Evolution in Microbial Model Systems, Sweden; email: marielle.vantoor@lnu.se", ,306,Sweden,Europe_Central_Asia,High,Sweden,,Y,,Netherlands,Europe_Central_Asia,High,Lithuania,,,,,,,,Julie Kellner
"Swift R.J., Anteau M.J., Ellis K.S., Ring M.M., Sherfy M.H., Toy D.L.",Dispersal distance is driven by habitat availability and reproductive success in Northern Great Plains piping plovers,2021,10.1186/s40462-021-00293-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121009452&doi=10.1186%2fs40462-021-00293-3&partnerID=40&md5=9b40fc2effa67e7343a7552acc562d6d,"U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND  58401, United States","Swift, R.J., U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND  58401, United States; Anteau, M.J., U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND  58401, United States; Ellis, K.S., U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND  58401, United States; Ring, M.M., U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND  58401, United States; Sherfy, M.H., U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND  58401, United States; Toy, D.L., U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND  58401, United States","Swift, R.J.; U.S. Geological Survey – Northern Prairie Wildlife Research Center, 8711 37th St SE, United States; email: rswift@usgs.gov", ,307,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Julie Kellner
